"simulation","iteration","South Asia","North America","Oceania","Western Asia","Latin America","Eastern Europe and Central Asia","Western and Central Europe","East Asia","Africa"
593,3934,0.898713,0.931187,0.982845,1,0.930242,0.999194,0.983791,0.949342,0.985793
594,4573,0.868463,0.933747,0.982696,0.996318,0.925995,0.992995,0.987043,0.922202,0.971649
595,4586,0.877199,0.944499,0.984831,1,0.939235,1,0.981017,0.921316,0.99521
596,3738,0.89526,0.935519,0.988827,0.995541,0.918138,0.998429,0.986749,0.935291,0.969698
597,5485,0.898051,0.945092,0.985307,0.998505,0.935475,1,0.979582,0.882258,0.993006
598,6154,0.883947,0.926099,0.97331,0.994037,0.905475,0.985003,0.974162,0.968999,0.992282
599,2972,0.894442,0.934954,0.997324,1,0.917033,0.98791,0.977308,0.957646,0.994447
600,2078,0.896028,0.943428,0.992632,1,0.944716,1,1,0.869262,1
601,5078,0.890792,0.954828,0.986706,0.997985,0.930087,0.99541,0.981164,0.8815,0.997033
602,2554,0.874362,0.952685,1,1,0.939455,1,0.975843,0.898769,1
603,5061,0.869429,0.914158,1,1,0.932023,0.992849,0.993957,0.926138,0.975881
604,5399,0.877625,0.946899,0.940358,1,0.937157,0.993183,0.985234,0.918721,0.983661
605,5325,0.878759,0.922878,0.978063,1,0.919482,0.997093,0.983584,0.945035,0.991206
606,5363,0.894484,0.925961,0.971138,0.987201,0.913528,0.991336,0.984275,0.945878,0.987791
607,3863,0.873342,0.928995,0.986764,1,0.913179,1,0.975308,0.942205,0.994014
608,4045,0.878564,0.931916,0.993895,1,0.92315,0.986977,0.974542,0.942083,0.991066
609,3418,0.888267,0.936716,0.959416,1,0.912841,0.999608,0.982787,0.942314,0.993339
610,2196,0.888694,0.936439,0.96265,1,0.913445,0.981176,0.967356,0.980938,0.993179
611,3802,0.883518,0.911902,0.971471,0.992608,0.899024,0.991597,0.98972,0.989432,0.986602
612,5317,0.89144,0.928668,0.996286,0.999882,0.922714,0.983405,0.962006,0.947651,1
613,1786,0.90272,0.93325,0.982618,0.981031,0.90055,1,0.964998,0.947219,0.982221
614,7256,0.861505,0.914267,0.997074,1,0.920931,0.980414,0.992235,0.939735,0.972967
615,3643,0.88955,0.931837,0.96099,0.963923,0.912464,0.998705,0.98401,0.96535,0.992177
616,3058,0.882981,0.927974,0.995969,1,0.919764,0.979519,0.968196,0.946351,0.995554
617,4514,0.902042,0.916598,0.983792,0.999288,0.91073,1,0.97764,0.953257,1
618,3383,0.877985,0.933689,1,1,0.943208,1,0.996736,0.869445,1
619,5352,0.913332,0.941266,0.993958,1,0.924966,0.99823,0.977518,0.938118,0.977181
620,5386,0.911463,0.938263,0.992541,0.986585,0.925408,1,0.953093,0.942744,0.992393
621,956,0.917292,0.936359,0.992407,0.995135,0.916392,0.978458,0.962625,0.965663,0.971878
622,2232,0.915368,0.938422,0.963695,0.983421,0.901697,0.996372,0.97083,0.954671,0.986539
623,5070,0.881768,0.945542,0.997277,1,0.948752,0.984264,1,0.891484,0.996589
624,3609,0.888538,0.954689,0.984286,1,0.920924,0.997381,0.985666,0.917009,0.995353
625,3067,0.902841,0.925895,0.988843,0.98612,0.912903,0.984996,0.978426,0.961083,0.993016
626,1813,0.872279,0.936238,0.985768,1,0.9305,1,0.994093,0.949879,0.977162
627,1457,0.90417,0.928477,0.990282,0.997631,0.929392,1,0.993136,0.902555,0.985329
628,6008,0.893112,0.965623,0.996036,1,0.927385,0.991606,0.987125,0.930105,0.972695
629,5298,0.894591,0.94664,0.978767,0.98599,0.91897,1,0.977631,0.924038,0.992427
630,3571,0.877967,0.942917,1,1,0.918917,1,0.964832,0.945584,0.986561
631,4199,0.910196,0.939021,0.992861,0.998202,0.922247,0.979414,0.98803,0.899595,0.991546
632,4061,0.85211,0.936059,0.987473,0.997303,0.914833,0.98321,0.994084,0.972191,1
633,2637,0.926778,0.936658,0.950629,0.985612,0.902789,0.976901,0.975148,0.96908,0.985194
634,6795,0.885206,0.930643,0.977063,0.995003,0.912839,0.980749,0.97679,0.972858,0.989542
635,1879,0.892537,0.945539,0.968946,0.990106,0.890903,0.985086,0.945656,0.976097,0.981817
636,3006,0.890658,0.949926,0.982128,1,0.931188,0.993213,1,0.91337,0.981236
637,4710,0.886383,0.943938,0.977091,0.999253,0.920701,1,0.972283,0.960276,0.991368
638,4375,0.892956,0.907994,0.994742,1,0.936995,0.994516,0.99935,0.926282,1
639,2267,0.914905,0.93053,0.978348,1,0.913048,1,0.985146,0.961037,0.978234
640,3319,0.873364,0.933716,0.995618,0.981352,0.932033,0.996794,0.995565,0.924232,0.989073
641,3251,0.911134,0.927664,0.991804,0.970488,0.92076,1,0.981297,0.939161,0.994857
642,2782,0.87258,0.931344,0.955107,0.99703,0.909206,0.982934,0.981056,0.98271,0.990248
643,4625,0.870178,0.937753,0.990576,1,0.938957,1,0.955102,0.899039,0.986024
644,4889,0.877112,0.932952,0.982141,1,0.935961,1,0.984266,0.908165,1
645,4483,0.900178,0.923972,0.985374,0.97331,0.905003,0.992611,0.975633,0.967641,0.971079
646,2039,0.906004,0.924418,0.993175,0.977434,0.915336,0.992812,0.971946,0.960997,0.982282
647,3684,0.914225,0.90485,0.979365,0.977564,0.908257,0.997241,0.985136,0.962897,0.981618
648,2054,0.910318,0.937854,0.998104,1,0.926732,0.981464,0.990095,0.942042,0.99734
649,1933,0.918476,0.943388,0.954203,0.991061,0.913979,0.984081,0.972936,0.9611,0.994124
650,4227,0.886212,0.92013,0.994657,1,0.922153,0.974231,0.984593,0.975094,1
651,7284,0.864125,0.927678,1,1,0.936712,1,0.993483,0.900657,1
652,2931,0.897446,0.957646,0.983397,0.994395,0.935385,1,0.994316,0.90165,1
653,4058,0.916033,0.94015,0.962091,0.984941,0.907306,1,0.965285,0.974012,0.983702
654,2203,0.898799,0.939406,0.972674,1,0.921248,0.98781,0.976255,0.946771,0.974858
655,3675,0.867197,0.947412,1,0.993019,0.950836,0.97531,0.996038,0.905741,1
656,4000,0.898786,0.943364,0.980589,0.988741,0.93031,0.993216,0.981302,0.929427,0.995497
657,9278,0.874076,0.931295,0.967668,0.998617,0.922547,0.994709,0.986998,0.936373,0.994257
658,3612,0.888328,0.916726,0.994399,1,0.920039,1,0.970471,0.889722,1
659,4179,0.872271,0.953458,1,0.995585,0.945328,1,0.98969,0.874775,0.991978
660,7262,0.887605,0.934772,0.972359,1,0.913584,0.99645,0.987236,0.955848,0.98718
661,5040,0.893315,0.93144,0.957189,0.999486,0.910177,0.997142,0.960876,0.945214,0.986397
662,4931,0.918892,0.921839,0.979606,0.991315,0.917275,0.990455,0.987273,0.924421,0.97199
663,3804,0.899892,0.931572,1,0.990078,0.924993,0.996468,0.977999,0.916473,0.977272
664,3578,0.892006,0.942427,0.987293,1,0.916988,1,0.979837,0.931952,0.99196
665,4912,0.870179,0.938736,0.986648,0.994865,0.916859,1,0.973836,0.932856,1
666,5207,0.89957,0.951801,0.980499,1,0.918333,0.995889,0.966611,0.915646,0.99241
667,5479,0.882631,0.930847,0.987461,0.991949,0.910373,1,0.961398,0.955983,0.999102
668,6665,0.881234,0.926116,0.973784,1,0.932273,0.984426,0.975567,0.943528,0.999053
669,4505,0.9008,0.929686,0.986286,1,0.9234,0.962914,0.955971,0.978429,0.9766
670,1800,0.885337,0.943478,0.985967,0.991004,0.926387,1,0.967616,0.918771,1
671,3136,0.910155,0.930699,0.988373,0.994769,0.908638,0.977668,0.965146,0.898718,0.994742
672,3228,0.905839,0.930526,0.983147,0.995465,0.900247,1,0.976086,0.934752,0.996057
673,4165,0.90126,0.950848,0.977601,0.955556,0.914596,0.996652,0.982582,0.959448,0.997469
674,4407,0.899882,0.941225,0.968645,1,0.923285,1,0.994859,0.913833,0.969234
675,3667,0.901866,0.90999,0.986334,0.999973,0.914989,0.992447,0.974027,0.931562,1
676,5294,0.882899,0.953328,0.980799,1,0.915713,0.992922,0.985789,0.9373,0.980881
677,1953,0.912988,0.933921,0.977003,1,0.909283,0.997486,0.973589,0.952472,0.994575
678,2895,0.871639,0.910145,0.989114,1,0.960241,1,1,0.873414,1
679,2335,0.879812,0.945045,0.9918,1,0.951167,1,1,0.887844,0.999944
680,1707,0.923712,0.952781,0.9483,1,0.917558,1,0.952639,0.939395,0.993137
681,7793,0.863855,0.931125,0.988607,0.989695,0.921473,0.98616,0.998069,0.955706,1
682,2149,0.923034,0.937909,0.954991,0.949361,0.905345,0.983939,0.974915,0.932776,0.981731
683,3874,0.887705,0.937611,0.99209,0.957143,0.920527,0.994566,0.993758,0.902663,0.996718
684,2699,0.893316,0.922097,0.995909,1,0.917862,0.995794,0.99104,0.931029,0.995967
685,4231,0.893889,0.917733,0.979762,1,0.925838,1,0.975788,0.935707,0.99071
686,2647,0.903569,0.926424,0.978411,1,0.93166,0.997129,0.964225,0.907256,0.998227
687,2301,0.928015,0.919605,0.990372,0.992439,0.94628,0.998216,0.988106,0.897205,1
688,2725,0.901418,0.946791,0.935718,0.995632,0.901855,0.979703,0.979806,0.939032,0.994733
689,3043,0.908382,0.935677,0.942015,1,0.932583,0.998059,0.983229,0.916449,1
690,6137,0.881404,0.935852,0.979645,1,0.932185,1,0.983206,0.915311,0.978051
691,5004,0.878869,0.929653,1,1,0.936138,1,0.995417,0.956211,1
692,4070,0.910694,0.940217,0.981662,1,0.919672,1,0.979013,0.907014,0.997292
693,6868,0.888676,0.951105,0.985886,1,0.916929,0.986466,0.976939,0.95602,0.991103
694,5461,0.873222,0.913891,1,1,0.930683,1,1,0.966665,0.993603
695,6087,0.868937,0.94201,0.999766,0.98463,0.932319,0.998567,0.966186,0.924608,0.985906
696,3501,0.910655,0.941341,0.979635,0.998312,0.912675,1,0.977311,0.922138,0.991395
697,2277,0.916418,0.939761,0.94007,0.963697,0.90539,1,0.982995,0.907168,1
698,4128,0.902374,0.930547,0.986539,0.995812,0.907704,1,0.973432,0.903081,0.995377
699,2999,0.897374,0.928835,0.986766,0.998375,0.91114,1,0.967623,0.952557,0.989099
700,1917,0.903014,0.930386,0.961411,0.99903,0.894252,1,0.967262,0.961811,0.971344
701,3987,0.890836,0.938695,0.928255,0.984847,0.895087,0.986524,0.978427,0.991267,0.980885
702,1569,0.903725,0.953604,0.952833,0.951796,0.911489,1,0.98987,0.964904,0.994044
703,4593,0.891122,0.936514,0.989652,1,0.916105,0.999943,0.983907,0.924623,0.994083
704,3143,0.874431,0.937034,1,1,0.944278,1,0.973484,0.902525,1
705,3439,0.889296,0.914707,0.987118,1,0.929054,0.996447,0.99303,0.92146,1
706,3031,0.90499,0.941035,0.978717,0.999492,0.917438,0.99427,0.993056,0.908434,0.986931
707,8862,0.879615,0.937712,0.978692,1,0.917938,0.983496,0.994967,0.948724,0.986434
708,1652,0.888282,0.938008,0.988978,1,0.9279,0.991213,0.971455,0.94362,1
709,580,0.915069,0.936502,0.980882,0.991227,0.907639,0.984311,0.973938,0.953219,0.985426
710,4328,0.882158,0.952785,1,1,0.951297,1,0.991726,0.884063,0.999739
711,8841,0.897041,0.931965,0.972142,1,0.926713,0.994071,0.974578,0.92609,0.998863
712,3643,0.875198,0.949235,0.984754,0.96362,0.904579,0.975506,0.970257,0.953956,0.988308
713,4356,0.874352,0.915727,0.980158,0.99969,0.911218,1,0.97748,0.973591,0.980975
714,6723,0.897816,0.937861,0.975434,1,0.933776,1,0.981019,0.933748,0.985243
715,4274,0.89207,0.944769,0.977264,0.986626,0.912984,0.970435,0.985545,0.965683,0.977293
716,6045,0.926041,0.921041,0.983134,0.986122,0.915668,1,0.964687,0.957906,0.988708
717,2388,0.905758,0.937895,0.978081,0.997141,0.930033,1,1,0.882303,1
718,2584,0.879993,0.907408,0.983644,1,0.924556,1,0.993365,0.946318,1
719,6310,0.882189,0.916163,0.988246,1,0.913453,1,0.98787,0.935915,0.993828
720,3747,0.881702,0.942926,0.98961,0.98507,0.932676,1,0.998942,0.89744,0.986853
721,4775,0.899478,0.914035,0.98929,0.990096,0.91731,0.995477,0.978918,0.939016,1
722,2627,0.91042,0.92735,0.982117,0.997496,0.908269,0.978905,0.97474,0.941042,0.975366
723,2318,0.937796,0.918144,0.980534,0.963358,0.913967,1,0.980565,0.939158,0.973354
724,2408,0.91186,0.9357,0.983491,1,0.916903,1,0.982581,0.924841,0.990822
725,4911,0.866048,0.933996,0.982992,0.968641,0.923781,0.997316,0.966943,0.986197,0.986854
726,983,0.871314,0.935804,0.966311,0.993182,0.904815,0.987621,0.964974,0.97468,0.984145
727,2351,0.91075,0.938168,0.98193,0.996934,0.918371,0.999434,0.96246,0.955821,0.990831
728,2556,0.90801,0.921041,1,0.983797,0.914154,0.987712,0.966765,0.920927,0.978367
729,1849,0.886178,0.922767,0.970378,0.992421,0.902862,0.978957,0.987091,0.997529,0.98226
730,5974,0.885604,0.924407,0.980009,1,0.938641,1,0.997593,0.914569,0.978492
731,3702,0.899807,0.938737,0.983376,0.971565,0.916683,1,0.976911,0.945817,0.994822
732,5894,0.892866,0.928365,0.991026,0.99007,0.924754,1,0.962722,0.931206,1
733,4841,0.867684,0.929781,0.996176,1,0.932377,1,0.991348,0.931233,1
734,5430,0.885605,0.93331,0.973707,0.982714,0.910118,0.987218,0.975028,0.971442,0.991451
735,2201,0.898184,0.920585,1,1,0.953176,1,0.992662,0.87257,1
736,5799,0.896081,0.92552,0.960953,0.987928,0.90398,0.986583,0.981401,0.942887,0.992969
737,3313,0.86629,0.915126,0.951134,0.987171,0.888886,0.977404,0.967666,0.957957,0.99621
738,3727,0.876895,0.900901,0.99425,0.998702,0.921622,1,0.969475,0.917435,1
739,5036,0.860266,0.928079,0.978925,0.994991,0.929598,0.994063,0.984215,0.929317,0.993838
740,3526,0.896268,0.937389,0.927954,0.987184,0.906568,1,0.9539,0.960085,0.997379
741,1857,0.89603,0.922978,0.979106,0.972578,0.901107,1,0.936341,0.974084,0.981254
742,2624,0.913013,0.951192,0.970377,0.99038,0.914321,0.984358,0.985039,0.954462,0.978308
743,4810,0.872961,0.941944,0.971255,1,0.907924,0.922054,0.974027,0.973408,0.993729
744,3467,0.905255,0.89037,0.988006,1,0.902632,0.993039,0.98549,0.925361,0.982839
745,3940,0.874237,0.907518,1,1,0.939768,1,0.978691,0.883804,1
746,2624,0.903152,0.935859,0.974954,1,0.929159,0.994996,0.979307,0.946855,1
747,1813,0.887322,0.9249,0.960405,1,0.918819,0.990128,0.973358,0.950888,1
748,3804,0.902161,0.936254,0.99069,0.999273,0.924333,1,0.97885,0.921777,0.986761
749,3085,0.907675,0.949813,0.990523,0.967728,0.920552,1,0.976373,0.925641,0.997196
750,3390,0.885871,0.942163,0.949494,1,0.917584,1,0.966994,0.934775,0.993624
751,5009,0.882763,0.948142,0.988764,1,0.922283,1,0.988598,0.920465,0.996888
752,5171,0.913624,0.918214,0.990457,0.999481,0.923659,0.990846,0.983689,0.914272,1
753,4211,0.890889,0.926891,0.940189,0.997267,0.897748,0.977374,0.968123,0.930097,0.982025
754,8873,0.867091,0.937807,0.998973,1,0.920676,0.990477,0.979787,0.942277,0.999361
755,4033,0.873119,0.931864,1,0.981802,0.92348,1,0.989103,0.939773,0.990848
756,4680,0.899496,0.944763,0.992269,0.992162,0.923782,0.983685,0.980859,0.969022,0.98867
757,4222,0.849881,0.938675,0.986064,0.996386,0.917828,0.985861,0.970826,0.983057,0.989389
758,5306,0.895345,0.928041,0.982507,1,0.944845,1,0.996717,0.880032,0.986425
759,3917,0.91556,0.945571,0.980991,1,0.916143,0.977332,0.996182,0.916991,0.974284
760,2324,0.908166,0.9168,0.977354,0.991279,0.900346,0.981191,0.96404,0.999215,0.990697
761,5656,0.916371,0.919293,0.984579,1,0.937559,1,0.99499,0.876605,0.996321
762,4018,0.876521,0.932623,0.974876,0.987045,0.918665,1,0.979998,0.929127,1
763,1992,0.886744,0.938314,0.996229,0.996977,0.932537,0.981713,0.978899,0.945377,1
764,3711,0.88371,0.953566,0.974339,0.985511,0.919001,0.992814,0.96145,0.95889,0.991679
765,4997,0.892484,0.928399,0.94742,0.989656,0.908775,0.980318,0.977589,0.969515,1
766,7309,0.90124,0.912762,0.962183,0.977228,0.920735,0.98714,0.993174,0.97518,0.974689
767,3726,0.871218,0.941864,0.961597,1,0.935732,1,0.993786,0.915209,0.983156
768,5664,0.886403,0.949929,0.993117,0.996812,0.914217,0.975543,0.975656,0.908406,0.998223
769,4059,0.874611,0.929716,0.983491,0.991845,0.922948,0.991703,0.986294,0.926092,0.978026
770,1311,0.906477,0.93983,0.994582,0.995617,0.942089,1,0.969316,0.872335,0.980724
771,5531,0.883916,0.941598,0.982299,1,0.90847,0.998308,0.969231,0.926477,0.995866
772,3462,0.897983,0.934603,0.979778,0.992929,0.911877,0.98451,0.976559,0.969351,0.970451
773,2287,0.892761,0.942004,0.998769,1,0.948186,0.995322,0.966214,0.914182,0.99048
774,3204,0.910307,0.902798,0.973418,1,0.908525,0.995698,0.993204,0.945877,0.988764
775,3482,0.899437,0.920882,0.982787,0.96483,0.909616,1,0.970606,0.951791,0.993252
776,5550,0.894697,0.927266,0.991311,0.993021,0.918381,0.965777,0.993413,0.970766,0.984052
777,7117,0.8927,0.931426,0.988431,0.998901,0.920812,0.996443,0.963819,0.965178,0.974722
778,2452,0.87776,0.947994,1,1,0.971934,1,0.977181,0.860571,0.997868
779,4266,0.872962,0.957234,0.991581,0.995013,0.94112,0.974072,0.97737,0.944981,1
780,5487,0.882816,0.949564,0.982635,1,0.912672,0.991726,0.993913,0.945506,0.993201
781,1030,0.882304,0.932406,0.968593,0.985552,0.900251,1,0.974602,0.949071,0.992682
782,3752,0.87486,0.935747,0.987385,0.989629,0.919,0.996032,0.983171,0.924582,0.992502
783,4675,0.889843,0.934823,0.987742,0.992544,0.900947,0.982968,0.979776,0.966607,0.989352
784,7781,0.870844,0.920175,0.998414,1,0.920147,0.983167,0.968003,0.952199,0.992182
785,8585,0.86556,0.945144,0.996965,1,0.922087,1,0.973602,0.93033,0.959624
786,4637,0.899738,0.904007,0.976806,0.993824,0.91135,0.983038,0.983181,0.962633,0.990352
787,3883,0.881013,0.918545,0.968975,1,0.900186,0.985882,0.969411,0.984342,0.979113
788,4159,0.902296,0.912562,0.990891,1,0.922116,1,0.978192,0.951934,1
789,4790,0.899354,0.931678,0.94572,0.993949,0.926325,0.995087,0.983631,0.932842,0.989785
790,3256,0.895597,0.922926,0.98263,0.997424,0.915383,0.9851,0.975486,0.915117,0.98935
791,3497,0.890911,0.939875,0.992715,0.988068,0.925414,1,0.986831,0.945401,1
792,1441,0.910661,0.931305,0.971314,0.982841,0.898903,0.995674,0.98978,0.980111,0.98017
793,5103,0.905209,0.913015,0.986591,0.994723,0.909017,0.986999,0.958548,0.966463,0.986047
794,4832,0.878403,0.934317,0.981371,1,0.926497,0.986549,0.977821,0.950251,1
795,4214,0.880439,0.932731,0.985428,0.994915,0.904675,0.98854,0.980824,0.973006,0.990387
796,4630,0.894626,0.932455,0.977912,1,0.900547,1,0.978054,0.947285,0.967864
797,3468,0.951394,0.947157,0.979181,1,0.912625,0.952703,0.972408,0.973356,0.971377
798,4558,0.853052,0.935225,0.982146,0.970207,0.923877,0.999812,0.982522,0.94996,0.997903
799,5924,0.864647,0.948465,0.954444,1,0.929588,0.988712,0.958198,0.958627,1
800,5258,0.868549,0.940923,0.974709,1,0.907249,0.989645,0.977069,0.960717,0.989062
801,5969,0.900042,0.942214,0.947922,1,0.922009,0.989422,0.97557,0.956513,0.977557
802,5284,0.859158,0.92977,0.99456,1,0.928048,1,0.994451,0.919437,0.992154
803,3991,0.898894,0.95285,0.994106,1,0.933605,0.989673,0.988969,0.877614,1
804,4778,0.907612,0.915862,0.953518,1,0.92621,0.999396,0.97778,0.970162,1
805,4620,0.868786,0.960417,0.980137,0.9823,0.919866,0.973649,0.98654,0.949603,0.994735
806,2501,0.905265,0.942397,0.979835,0.99694,0.899452,0.987039,0.959002,0.978806,0.991461
807,6501,0.888838,0.948148,0.968115,1,0.917596,0.984262,0.969268,0.914007,0.994233
808,4690,0.881003,0.925647,0.994507,1,0.92673,1,0.992911,0.897454,1
809,3798,0.879473,0.919603,0.998378,1,0.917899,0.994283,0.984663,0.953493,0.992441
810,4043,0.887935,0.93354,0.951445,0.990973,0.908201,0.994159,0.989912,0.968083,0.98354
811,3751,0.903594,0.929769,0.965441,0.983761,0.909427,0.992789,0.980068,0.93997,1
812,4031,0.897226,0.936207,0.953825,1,0.92125,0.99677,0.981568,0.908898,0.994788
813,4803,0.879943,0.917094,0.999621,0.99723,0.915928,0.990231,0.974659,0.94751,0.989269
814,4037,0.873782,0.920798,0.99087,0.984939,0.927631,1,0.976303,0.939086,0.997848
815,5310,0.8769,0.942359,0.964169,0.99903,0.906617,0.995032,0.96993,0.947268,0.989536
816,2427,0.903253,0.946692,0.980038,0.993421,0.896421,0.983833,0.97343,0.98507,0.9709
817,1846,0.913513,0.937129,0.982128,0.988112,0.926731,0.953618,0.996995,0.898008,0.998963
818,2151,0.86135,0.939809,0.993507,0.997423,0.923834,1,0.995568,0.897939,1
819,3576,0.902453,0.93463,0.997006,0.988664,0.943989,1,0.988461,0.912801,1
820,1665,0.905707,0.937405,0.978577,0.993101,0.907432,1,0.973127,0.93488,0.982701
821,3409,0.892666,0.951315,1,1,0.955362,1,1,0.827213,0.998533
822,2545,0.910097,0.934169,0.966414,0.985809,0.916378,0.972564,0.988962,0.949017,0.99209
823,2267,0.917305,0.937449,0.924823,0.989754,0.897219,0.964763,0.953501,0.975212,0.987693
824,3295,0.900286,0.938265,0.985969,0.997139,0.908922,0.994415,0.98161,0.94483,0.996404
825,1597,0.894551,0.924676,0.985588,0.973883,0.930913,1,0.993577,0.884439,1
826,2242,0.897697,0.957546,0.978429,0.988651,0.89789,0.966394,0.965459,0.936717,0.97439
827,3113,0.909851,0.932597,0.981006,1,0.913707,0.983221,0.997212,0.936557,0.999635
828,3883,0.908831,0.936797,0.962857,0.992648,0.919478,1,0.96961,0.918307,0.976963
829,7324,0.885444,0.948045,1,1,0.938679,1,0.986418,0.909566,1
830,2920,0.874352,0.927966,0.981354,1,0.943722,1,0.991895,0.948851,1
831,3337,0.886648,0.934617,0.984749,1,0.905386,0.986318,0.96474,0.987453,0.967849
832,3957,0.879859,0.932002,0.993276,0.998667,0.914292,0.994754,0.969392,0.93606,0.995942
833,1430,0.920728,0.954511,0.988999,0.992498,0.921257,1,0.973769,0.911137,0.997206
834,4097,0.925138,0.89512,0.983057,0.950808,0.906585,0.997035,0.974528,0.953575,0.974896
835,5556,0.900879,0.928694,0.979343,1,0.929973,1,0.997142,0.942846,0.998993
836,2416,0.92774,0.920509,0.973789,0.999171,0.899871,0.998628,0.942347,0.97113,0.980792
837,4623,0.907159,0.932952,0.987295,1,0.943617,1,0.980457,0.938667,0.997092
838,1239,0.901439,0.919332,0.978632,0.995439,0.916943,1,1,0.945235,0.990633
839,2425,0.905535,0.926992,0.994052,1,0.931555,0.996442,0.984573,0.895106,1
840,2698,0.911066,0.933014,0.942333,0.970819,0.892956,0.983838,0.961945,0.946506,0.971681
841,3722,0.923048,0.93203,0.95936,0.983532,0.908866,0.992814,0.980728,0.916188,0.984648
842,3148,0.904619,0.939603,0.983219,0.982656,0.899928,0.979412,0.983942,0.941721,0.988258
843,2758,0.907438,0.925369,0.993995,1,0.936123,0.993436,0.981398,0.889786,0.993017
844,2689,0.89846,0.922198,0.984572,0.970917,0.912459,0.981581,0.979385,0.977189,0.973034
845,2106,0.916311,0.923992,0.995866,0.995056,0.909159,0.995838,0.982988,0.923406,0.99581
846,3603,0.892867,0.90946,1,1,0.934119,0.988621,0.986403,0.923259,0.997119
847,2207,0.896053,0.935495,1,1,0.955682,1,0.987099,0.864581,0.995234
848,2689,0.924554,0.946768,0.988264,1,0.91156,0.991226,0.957778,0.9314,0.963646
849,1053,0.923735,0.9224,0.975314,0.996485,0.907169,0.992779,0.965777,0.940438,0.987357
850,4857,0.863732,0.936406,0.992078,0.993817,0.914353,1,0.989208,0.955065,0.990643
851,2417,0.905698,0.94148,0.991709,0.998812,0.92579,0.984904,0.989738,0.891844,0.980097
852,5397,0.902018,0.95344,1,1,0.954181,1,1,0.849318,1
853,4729,0.883446,0.953866,0.988799,1,0.922815,0.988966,0.991156,0.935762,0.993596
854,3004,0.89799,0.951628,1,1,0.944946,1,0.996178,0.858384,1
855,3343,0.896782,0.935994,0.982644,0.998733,0.929095,0.995553,0.975044,0.900178,0.997224
856,3254,0.899712,0.93891,0.989977,0.997916,0.903748,0.993326,0.980322,0.947324,0.9909
857,8548,0.862728,0.951935,1,1,0.934985,1,0.968063,0.942094,0.997851
858,3737,0.875163,0.948818,1,1,0.922658,0.994361,0.990485,0.899805,0.982298
859,3385,0.893133,0.920733,0.983216,0.986638,0.935108,0.99707,0.991786,0.930124,0.995455
860,3137,0.876218,0.945359,1,1,0.942513,1,0.960019,0.937706,0.999544
861,5300,0.871793,0.941113,0.994693,0.989284,0.923725,1,0.974781,0.914992,1
862,3650,0.931715,0.923788,0.994258,0.994944,0.92797,0.986112,0.987173,0.939018,0.999126
863,2387,0.864978,0.940135,0.997321,1,0.919902,0.980132,0.986555,0.903831,0.990118
864,3108,0.880848,0.943792,0.999605,1,0.918478,0.982843,0.962739,0.949792,0.993869
865,5938,0.8855,0.911393,0.991077,0.989863,0.92297,0.985458,0.974079,0.941917,0.978201
866,4454,0.891436,0.940425,0.970732,0.992834,0.906124,0.990837,0.982193,0.944309,0.996909
867,5519,0.893165,0.915187,0.971985,1,0.919146,1,0.980701,0.976879,0.990818
868,4811,0.872274,0.919495,0.998952,0.998697,0.916095,0.969973,0.993768,0.950343,0.97578
869,5886,0.889634,0.94521,0.993677,1,0.920271,0.990258,0.98209,0.957096,0.993758
870,2917,0.888886,0.947412,0.980807,1,0.921047,0.980663,0.98511,0.970106,0.999168
871,1173,0.879415,0.932618,0.946235,1,0.936437,0.996182,0.979757,0.9037,1
872,5578,0.886476,0.936384,0.986159,1,0.92414,1,0.965237,0.934308,1
873,2100,0.90966,0.917099,0.968043,0.99291,0.897575,0.973628,0.95201,0.985847,0.983457
874,3555,0.895236,0.940562,0.98907,1,0.930067,0.994671,0.985073,0.898309,0.99206
875,3925,0.89213,0.929683,0.950756,0.949559,0.897642,0.986165,0.961167,0.983214,0.989116
876,3049,0.89005,0.943392,0.991369,1,0.916384,1,1,0.916695,0.979627
877,2554,0.911968,0.94881,0.99645,1,0.915876,0.984637,0.973182,0.978283,0.969184
878,3235,0.898611,0.947781,0.979734,0.998448,0.914982,1,0.970701,0.940047,0.988427
879,4553,0.885308,0.931985,0.995277,1,0.917509,1,0.997222,0.890253,0.98822
880,4636,0.880137,0.950858,0.966059,1,0.923248,1,0.98151,0.91779,0.994019
881,5223,0.89187,0.919557,0.987493,1,0.917283,0.990563,0.972285,0.977828,0.995594
882,4202,0.885052,0.941857,0.973631,0.998583,0.908614,0.983759,0.977226,0.970666,0.98982
883,3268,0.869925,0.918629,0.994091,1,0.950508,1,0.992797,0.927183,1
884,6438,0.871259,0.924005,0.99355,1,0.93186,0.989164,0.98538,0.90993,1
885,2406,0.88475,0.938906,0.990206,1,0.929863,1,0.993412,0.882872,1
886,2969,0.888117,0.927206,0.98592,0.992166,0.924164,0.993889,0.982717,0.976767,0.98234
887,6091,0.893693,0.935613,0.992734,1,0.915516,0.975652,0.982119,0.970576,1
888,2993,0.883245,0.917785,0.976148,0.99325,0.913284,0.996034,0.991337,0.934605,0.999803
889,3447,0.889475,0.951735,0.990661,0.966596,0.913757,0.994234,0.989335,0.952899,0.969276
890,2542,0.916304,0.924143,0.981439,1,0.915929,1,0.974148,0.930253,0.994438
891,1975,0.909264,0.935189,0.982975,0.982367,0.912995,0.956332,0.982726,0.955641,0.985518
